Quarter,Benefit_Group,Continuous_duration,Gender,Age_Group,Ethnicity,Count
MAR13,Jobseeker Support,More than 1 year,Female,40-54,NZ European,6535
MAR13,Jobseeker Support,More than 1 year,Female,40-54,Maori,4751
MAR13,Jobseeker Support,More than 1 year,Female,40-54,Pacific Island,1025
MAR13,Jobseeker Support,More than 1 year,Female,40-54,Other,2538
MAR13,Jobseeker Support,More than 1 year,Female,40-54,Unspecified,216
MAR13,Jobseeker Support,More than 1 year,Female,55-64,NZ European,5564
MAR13,Jobseeker Support,More than 1 year,Female,55-64,Maori,2468
MAR13,Jobseeker Support,More than 1 year,Female,55-64,Pacific Island,904
MAR13,Jobseeker Support,More than 1 year,Female,55-64,Other,2631
MAR13,Jobseeker Support,More than 1 year,Female,55-64,Unspecified,463
MAR13,Jobseeker Support,More than 1 year,Male,18-24,NZ European,1672
MAR13,Jobseeker Support,More than 1 year,Male,18-24,Maori,1481
MAR13,Jobseeker Support,More than 1 year,Male,18-24,Pacific Island,211
MAR13,Jobseeker Support,More than 1 year,Male,18-24,Other,313
MAR13,Jobseeker Support,More than 1 year,Male,18-24,Unspecified,118
MAR13,Jobseeker Support,More than 1 year,Male,25-39,NZ European,4526
MAR13,Jobseeker Support,More than 1 year,Male,25-39,Maori,4100
MAR13,Jobseeker Support,More than 1 year,Male,25-39,Pacific Island,733
MAR13,Jobseeker Support,More than 1 year,Male,25-39,Other,1156
MAR13,Jobseeker Support,More than 1 year,Male,25-39,Unspecified,92
MAR13,Jobseeker Support,More than 1 year,Male,40-54,NZ European,6953
MAR13,Jobseeker Support,More than 1 year,Male,40-54,Maori,5175
MAR13,Jobseeker Support,More than 1 year,Male,40-54,Pacific Island,1210
MAR13,Jobseeker Support,More than 1 year,Male,40-54,Other,1946
MAR13,Jobseeker Support,More than 1 year,Male,40-54,Unspecified,151
MAR13,Jobseeker Support,More than 1 year,Male,55-64,NZ European,4195
MAR13,Jobseeker Support,More than 1 year,Male,55-64,Maori,1922
MAR13,Jobseeker Support,More than 1 year,Male,55-64,Pacific Island,773
MAR13,Jobseeker Support,More than 1 year,Male,55-64,Other,1800
MAR13,Jobseeker Support,More than 1 year,Male,55-64,Unspecified,210
MAR13,Sole Parent Support,1 year or less,Female,18-24,NZ European,1416
MAR13,Sole Parent Support,1 year or less,Female,18-24,Maori,1871
MAR13,Sole Parent Support,1 year or less,Female,18-24,Pacific Island,454
MAR13,Sole Parent Support,1 year or less,Female,18-24,Other,258
MAR13,Sole Parent Support,1 year or less,Female,18-24,Unspecified,110
MAR13,Sole Parent Support,1 year or less,Female,25-39,NZ European,2831
MAR13,Sole Parent Support,1 year or less,Female,25-39,Maori,2644
MAR13,Sole Parent Support,1 year or less,Female,25-39,Pacific Island,633
MAR13,Sole Parent Support,1 year or less,Female,25-39,Other,779
MAR13,Sole Parent Support,1 year or less,Female,25-39,Unspecified,88
MAR13,Sole Parent Support,1 year or less,Female,40-54,NZ European,1167
MAR13,Sole Parent Support,1 year or less,Female,40-54,Maori,685
MAR13,Sole Parent Support,1 year or less,Female,40-54,Pacific Island,199
MAR13,Sole Parent Support,1 year or less,Female,40-54,Other,352
MAR13,Sole Parent Support,1 year or less,Female,40-54,Unspecified,62
MAR13,Sole Parent Support,1 year or less,Female,55-64,NZ European,21
MAR13,Sole Parent Support,1 year or less,Female,55-64,Maori,27
MAR13,Sole Parent Support,1 year or less,Female,55-64,Pacific Island,8
MAR13,Sole Parent Support,1 year or less,Female,55-64,Other,10
MAR13,Sole Parent Support,1 year or less,Male,18-24,Ethnicity suppressed,245
MAR13,Sole Parent Support,1 year or less,Male,25-39,NZ European,276
MAR13,Sole Parent Support,1 year or less,Male,25-39,Maori,479
MAR13,Sole Parent Support,1 year or less,Male,25-39,Pacific Island,67
MAR13,Sole Parent Support,1 year or less,Male,25-39,Other,48
MAR13,Sole Parent Support,1 year or less,Male,25-39,Unspecified,12
MAR13,Sole Parent Support,1 year or less,Male,40-54,NZ European,223
MAR13,Sole Parent Support,1 year or less,Male,40-54,Maori,197
MAR13,Sole Parent Support,1 year or less,Male,40-54,Pacific Island,53
MAR13,Sole Parent Support,1 year or less,Male,40-54,Other,31
MAR13,Sole Parent Support,1 year or less,Male,40-54,Unspecified,8
MAR13,Sole Parent Support,1 year or less,Male,55-64,Ethnicity suppressed,57
MAR13,Sole Parent Support,More than 1 year,Female,18-24,NZ European,4167
MAR13,Sole Parent Support,More than 1 year,Female,18-24,Maori,7447
MAR13,Sole Parent Support,More than 1 year,Female,18-24,Pacific Island,1451
MAR13,Sole Parent Support,More than 1 year,Female,18-24,Other,699
MAR13,Sole Parent Support,More than 1 year,Female,18-24,Unspecified,397
MAR13,Sole Parent Support,More than 1 year,Female,25-39,NZ European,11629
MAR13,Sole Parent Support,More than 1 year,Female,25-39,Maori,15890
MAR13,Sole Parent Support,More than 1 year,Female,25-39,Pacific Island,3367
MAR13,Sole Parent Support,More than 1 year,Female,25-39,Other,2641
MAR13,Sole Parent Support,More than 1 year,Female,25-39,Unspecified,313
MAR13,Sole Parent Support,More than 1 year,Female,40-54,NZ European,5901
MAR13,Sole Parent Support,More than 1 year,Female,40-54,Maori,5052
MAR13,Sole Parent Support,More than 1 year,Female,40-54,Pacific Island,1381
MAR13,Sole Parent Support,More than 1 year,Female,40-54,Other,1923
MAR13,Sole Parent Support,More than 1 year,Female,40-54,Unspecified,220
MAR13,Sole Parent Support,More than 1 year,Female,55-64,NZ European,152
MAR13,Sole Parent Support,More than 1 year,Female,55-64,Maori,333
MAR13,Sole Parent Support,More than 1 year,Female,55-64,Pacific Island,129
MAR13,Sole Parent Support,More than 1 year,Female,55-64,Other,52
MAR13,Sole Parent Support,More than 1 year,Female,55-64,Unspecified,14
MAR13,Sole Parent Support,More than 1 year,Male,18-24,NZ European,71
MAR13,Sole Parent Support,More than 1 year,Male,18-24,Maori,271
MAR13,Sole Parent Support,More than 1 year,Male,18-24,Pacific Island,40
MAR13,Sole Parent Support,More than 1 year,Male,18-24,Other,10
MAR13,Sole Parent Support,More than 1 year,Male,18-24,Unspecified,6
MAR13,Sole Parent Support,More than 1 year,Male,25-39,NZ European,784
MAR13,Sole Parent Support,More than 1 year,Male,25-39,Maori,1760
MAR13,Sole Parent Support,More than 1 year,Male,25-39,Pacific Island,325
MAR13,Sole Parent Support,More than 1 year,Male,25-39,Other,152
MAR13,Sole Parent Support,More than 1 year,Male,25-39,Unspecified,16
MAR13,Sole Parent Support,More than 1 year,Male,40-54,NZ European,826
MAR13,Sole Parent Support,More than 1 year,Male,40-54,Maori,1010
MAR13,Sole Parent Support,More than 1 year,Male,40-54,Pacific Island,239
MAR13,Sole Parent Support,More than 1 year,Male,40-54,Other,169
MAR13,Sole Parent Support,More than 1 year,Male,40-54,Unspecified,37
MAR13,Sole Parent Support,More than 1 year,Male,55-64,NZ European,89
MAR13,Sole Parent Support,More than 1 year,Male,55-64,Maori,107
MAR13,Sole Parent Support,More than 1 year,Male,55-64,Pacific Island,43
MAR13,Sole Parent Support,More than 1 year,Male,55-64,Other,30
MAR13,Sole Parent Support,More than 1 year,Male,55-64,Unspecified,8
MAR13,Supported Living,1 year or less,Female,18-24,NZ European,148
MAR13,Supported Living,1 year or less,Female,18-24,Maori,106
MAR13,Supported Living,1 year or less,Female,18-24,Pacific Island,65
MAR13,Supported Living,1 year or less,Female,18-24,Other,39
MAR13,Supported Living,1 year or less,Female,18-24,Unspecified,11
MAR13,Supported Living,1 year or less,Female,25-39,Ethnicity suppressed,399
MAR13,Supported Living,1 year or less,Female,40-54,NZ European,343
MAR13,Supported Living,1 year or less,Female,40-54,Maori,243
MAR13,Supported Living,1 year or less,Female,40-54,Pacific Island,104
MAR13,Supported Living,1 year or less,Female,40-54,Other,112
MAR13,Supported Living,1 year or less,Female,40-54,Unspecified,53
MAR13,Supported Living,1 year or less,Female,55-64,NZ European,362
MAR13,Supported Living,1 year or less,Female,55-64,Maori,152
MAR13,Supported Living,1 year or less,Female,55-64,Pacific Island,59
MAR13,Supported Living,1 year or less,Female,55-64,Other,109
MAR13,Supported Living,1 year or less,Female,55-64,Unspecified,89
MAR13,Supported Living,1 year or less,Male,18-24,NZ European,196
MAR13,Supported Living,1 year or less,Male,18-24,Maori,121
MAR13,Supported Living,1 year or less,Male,18-24,Pacific Island,35
MAR13,Supported Living,1 year or less,Male,18-24,Other,33
MAR13,Supported Living,1 year or less,Male,18-24,Unspecified,11
MAR13,Supported Living,1 year or less,Male,25-39,Ethnicity suppressed,402
MAR13,Supported Living,1 year or less,Male,40-54,NZ European,321
MAR13,Supported Living,1 year or less,Male,40-54,Maori,251
MAR13,Supported Living,1 year or less,Male,40-54,Pacific Island,71
MAR13,Supported Living,1 year or less,Male,40-54,Other,100
MAR13,Supported Living,1 year or less,Male,40-54,Unspecified,33
MAR13,Supported Living,1 year or less,Male,55-64,NZ European,404
MAR13,Supported Living,1 year or less,Male,55-64,Maori,139
MAR13,Supported Living,1 year or less,Male,55-64,Pacific Island,45
MAR13,Supported Living,1 year or less,Male,55-64,Other,112
MAR13,Supported Living,1 year or less,Male,55-64,Unspecified,68
MAR13,Supported Living,More than 1 year,Female,18-24,NZ European,1443
MAR13,Supported Living,More than 1 year,Female,18-24,Maori,734
MAR13,Supported Living,More than 1 year,Female,18-24,Pacific Island,219
MAR13,Supported Living,More than 1 year,Female,18-24,Other,279
MAR13,Supported Living,More than 1 year,Female,18-24,Unspecified,56
MAR13,Supported Living,More than 1 year,Female,25-39,NZ European,3690
MAR13,Supported Living,More than 1 year,Female,25-39,Maori,2075
MAR13,Supported Living,More than 1 year,Female,25-39,Pacific Island,587
MAR13,Supported Living,More than 1 year,Female,25-39,Other,796
MAR13,Supported Living,More than 1 year,Female,25-39,Unspecified,69
MAR13,Supported Living,More than 1 year,Female,40-54,NZ European,8459
MAR13,Supported Living,More than 1 year,Female,40-54,Maori,4126
MAR13,Supported Living,More than 1 year,Female,40-54,Pacific Island,1071
MAR13,Supported Living,More than 1 year,Female,40-54,Other,2624
MAR13,Supported Living,More than 1 year,Female,40-54,Unspecified,350
MAR13,Supported Living,More than 1 year,Female,55-64,NZ European,8198
MAR13,Supported Living,More than 1 year,Female,55-64,Maori,3063
MAR13,Supported Living,More than 1 year,Female,55-64,Pacific Island,860
MAR13,Supported Living,More than 1 year,Female,55-64,Other,2731
MAR13,Supported Living,More than 1 year,Female,55-64,Unspecified,773
MAR13,Supported Living,More than 1 year,Male,18-24,NZ European,1956
MAR13,Supported Living,More than 1 year,Male,18-24,Maori,957
MAR13,Supported Living,More than 1 year,Male,18-24,Pacific Island,248
MAR13,Supported Living,More than 1 year,Male,18-24,Other,411
MAR13,Supported Living,More than 1 year,Male,18-24,Unspecified,70
MAR13,Supported Living,More than 1 year,Male,25-39,NZ European,4554
MAR13,Supported Living,More than 1 year,Male,25-39,Maori,2656
MAR13,Supported Living,More than 1 year,Male,25-39,Pacific Island,584
MAR13,Supported Living,More than 1 year,Male,25-39,Other,994
MAR13,Supported Living,More than 1 year,Male,25-39,Unspecified,67
MAR13,Supported Living,More than 1 year,Male,40-54,NZ European,9309
MAR13,Supported Living,More than 1 year,Male,40-54,Maori,4157
MAR13,Supported Living,More than 1 year,Male,40-54,Pacific Island,794
MAR13,Supported Living,More than 1 year,Male,40-54,Other,2469
MAR13,Supported Living,More than 1 year,Male,40-54,Unspecified,288
MAR13,Supported Living,More than 1 year,Male,55-64,NZ European,8062
MAR13,Supported Living,More than 1 year,Male,55-64,Maori,2825
MAR13,Supported Living,More than 1 year,Male,55-64,Pacific Island,879
MAR13,Supported Living,More than 1 year,Male,55-64,Other,2539
MAR13,Supported Living,More than 1 year,Male,55-64,Unspecified,609
MAR13,Youth Payment and Young Parent Payment,1 year or less,Female,18-24,NZ European,166
MAR13,Youth Payment and Young Parent Payment,1 year or less,Female,18-24,Maori,267
MAR13,Youth Payment and Young Parent Payment,1 year or less,Female,18-24,Pacific Island,49
MAR13,Youth Payment and Young Parent Payment,1 year or less,Female,18-24,Other,31
MAR13,Youth Payment and Young Parent Payment,1 year or less,Female,18-24,Unspecified,22
MAR13,Youth Payment and Young Parent Payment,1 year or less,Male,18-24,Ethnicity suppressed,58
MAR13,Youth Payment and Young Parent Payment,More than 1 year,Female,18-24,Ethnicity suppressed,423
MAR13,Youth Payment and Young Parent Payment,More than 1 year,Male,18-24,Ethnicity suppressed,18
MAR13,Other Main Benefit,1 year or less,Female,18-24,NZ European,29
MAR13,Other Main Benefit,1 year or less,Female,18-24,Maori,65
MAR13,Other Main Benefit,1 year or less,Female,18-24,Pacific Island,41
MAR13,Other Main Benefit,1 year or less,Female,18-24,Other,57
MAR13,Other Main Benefit,1 year or less,Female,18-24,Unspecified,10
MAR13,Other Main Benefit,1 year or less,Female,25-39,NZ European,39
MAR13,Other Main Benefit,1 year or less,Female,25-39,Maori,76
MAR13,Other Main Benefit,1 year or less,Female,25-39,Pacific Island,56
MAR13,Other Main Benefit,1 year or less,Female,25-39,Other,136
MAR13,Other Main Benefit,1 year or less,Female,25-39,Unspecified,13
MAR13,Other Main Benefit,1 year or less,Female,40-54,Ethnicity suppressed,187
MAR13,Other Main Benefit,1 year or less,Female,55-64,Ethnicity suppressed,109
MAR13,Other Main Benefit,1 year or less,Male,18-24,NZ European,65
MAR13,Other Main Benefit,1 year or less,Male,18-24,Maori,173
MAR13,Other Main Benefit,1 year or less,Male,18-24,Pacific Island,36
MAR13,Other Main Benefit,1 year or less,Male,18-24,Other,50
MAR13,Other Main Benefit,1 year or less,Male,18-24,Unspecified,10
MAR13,Other Main Benefit,1 year or less,Male,25-39,Ethnicity suppressed,519
MAR13,Other Main Benefit,1 year or less,Male,40-54,Ethnicity suppressed,229
MAR13,Other Main Benefit,1 year or less,Male,55-64,Ethnicity suppressed,59
MAR13,Other Main Benefit,More than 1 year,Female,18-24,Ethnicity suppressed,185
MAR13,Other Main Benefit,More than 1 year,Female,25-39,NZ European,29
MAR13,Other Main Benefit,More than 1 year,Female,25-39,Maori,136
MAR13,Other Main Benefit,More than 1 year,Female,25-39,Pacific Island,90
MAR13,Other Main Benefit,More than 1 year,Female,25-39,Other,180
MAR13,Other Main Benefit,More than 1 year,Female,25-39,Unspecified,11
MAR13,Other Main Benefit,More than 1 year,Female,40-54,Ethnicity suppressed,306
MAR13,Other Main Benefit,More than 1 year,Female,55-64,Ethnicity suppressed,198
MAR13,Other Main Benefit,More than 1 year,Male,18-24,Ethnicity suppressed,174
MAR13,Other Main Benefit,More than 1 year,Male,25-39,NZ European,79
MAR13,Other Main Benefit,More than 1 year,Male,25-39,Maori,534
MAR13,Other Main Benefit,More than 1 year,Male,25-39,Pacific Island,95
MAR13,Other Main Benefit,More than 1 year,Male,25-39,Other,82
MAR13,Other Main Benefit,More than 1 year,Male,40-54,Ethnicity suppressed,318
MAR13,Other Main Benefit,More than 1 year,Male,55-64,Ethnicity suppressed,123
JUN13,Jobseeker Support,1 year or less,Female,18-24,NZ European,2838
JUN13,Jobseeker Support,1 year or less,Female,18-24,Maori,3127
JUN13,Jobseeker Support,1 year or less,Female,18-24,Pacific Island,792
JUN13,Jobseeker Support,1 year or less,Female,18-24,Other,817
JUN13,Jobseeker Support,1 year or less,Female,18-24,Unspecified,300
JUN13,Jobseeker Support,1 year or less,Female,25-39,NZ European,1680
JUN13,Jobseeker Support,1 year or less,Female,25-39,Maori,1624
JUN13,Jobseeker Support,1 year or less,Female,25-39,Pacific Island,450
JUN13,Jobseeker Support,1 year or less,Female,25-39,Other,731
JUN13,Jobseeker Support,1 year or less,Female,25-39,Unspecified,64
JUN13,Jobseeker Support,1 year or less,Female,40-54,NZ European,2365
JUN13,Jobseeker Support,1 year or less,Female,40-54,Maori,1760
JUN13,Jobseeker Support,1 year or less,Female,40-54,Pacific Island,379
JUN13,Jobseeker Support,1 year or less,Female,40-54,Other,909
JUN13,Jobseeker Support,1 year or less,Female,40-54,Unspecified,123
JUN13,Jobseeker Support,1 year or less,Female,55-64,NZ European,1623
JUN13,Jobseeker Support,1 year or less,Female,55-64,Maori,667
JUN13,Jobseeker Support,1 year or less,Female,55-64,Pacific Island,194
JUN13,Jobseeker Support,1 year or less,Female,55-64,Other,733
JUN13,Jobseeker Support,1 year or less,Female,55-64,Unspecified,162
JUN13,Jobseeker Support,1 year or less,Male,18-24,NZ European,3961
JUN13,Jobseeker Support,1 year or less,Male,18-24,Maori,3983
JUN13,Jobseeker Support,1 year or less,Male,18-24,Pacific Island,771
JUN13,Jobseeker Support,1 year or less,Male,18-24,Other,1009
JUN13,Jobseeker Support,1 year or less,Male,18-24,Unspecified,357
JUN13,Jobseeker Support,1 year or less,Male,25-39,NZ European,3969
JUN13,Jobseeker Support,1 year or less,Male,25-39,Maori,4277
JUN13,Jobseeker Support,1 year or less,Male,25-39,Pacific Island,854
JUN13,Jobseeker Support,1 year or less,Male,25-39,Other,1385
JUN13,Jobseeker Support,1 year or less,Male,25-39,Unspecified,148
JUN13,Jobseeker Support,1 year or less,Male,40-54,NZ European,3584
JUN13,Jobseeker Support,1 year or less,Male,40-54,Maori,2672
JUN13,Jobseeker Support,1 year or less,Male,40-54,Pacific Island,665
JUN13,Jobseeker Support,1 year or less,Male,40-54,Other,1111
JUN13,Jobseeker Support,1 year or less,Male,40-54,Unspecified,143
JUN13,Jobseeker Support,1 year or less,Male,55-64,NZ European,2005
JUN13,Jobseeker Support,1 year or less,Male,55-64,Maori,737
JUN13,Jobseeker Support,1 year or less,Male,55-64,Pacific Island,252
JUN13,Jobseeker Support,1 year or less,Male,55-64,Other,701
JUN13,Jobseeker Support,1 year or less,Male,55-64,Unspecified,127
JUN13,Jobseeker Support,More than 1 year,Female,18-24,NZ European,1344
JUN13,Jobseeker Support,More than 1 year,Female,18-24,Maori,1213
JUN13,Jobseeker Support,More than 1 year,Female,18-24,Pacific Island,186
JUN13,Jobseeker Support,More than 1 year,Female,18-24,Other,261
JUN13,Jobseeker Support,More than 1 year,Female,18-24,Unspecified,95
JUN13,Jobseeker Support,More than 1 year,Female,25-39,NZ European,2629
JUN13,Jobseeker Support,More than 1 year,Female,25-39,Maori,2512
JUN13,Jobseeker Support,More than 1 year,Female,25-39,Pacific Island,499
JUN13,Jobseeker Support,More than 1 year,Female,25-39,Other,694
JUN13,Jobseeker Support,More than 1 year,Female,25-39,Unspecified,47
JUN13,Jobseeker Support,More than 1 year,Female,40-54,NZ European,6468
JUN13,Jobseeker Support,More than 1 year,Female,40-54,Maori,4719
JUN13,Jobseeker Support,More than 1 year,Female,40-54,Pacific Island,991
JUN13,Jobseeker Support,More than 1 year,Female,40-54,Other,2512
JUN13,Jobseeker Support,More than 1 year,Female,40-54,Unspecified,205
JUN13,Jobseeker Support,More than 1 year,Female,55-64,NZ European,5378
JUN13,Jobseeker Support,More than 1 year,Female,55-64,Maori,2437
JUN13,Jobseeker Support,More than 1 year,Female,55-64,Pacific Island,872
JUN13,Jobseeker Support,More than 1 year,Female,55-64,Other,2658
JUN13,Jobseeker Support,More than 1 year,Female,55-64,Unspecified,442
JUN13,Jobseeker Support,More than 1 year,Male,18-24,NZ European,1670
JUN13,Jobseeker Support,More than 1 year,Male,18-24,Maori,1422
JUN13,Jobseeker Support,More than 1 year,Male,18-24,Pacific Island,205
JUN13,Jobseeker Support,More than 1 year,Male,18-24,Other,307
JUN13,Jobseeker Support,More than 1 year,Male,18-24,Unspecified,115
JUN13,Jobseeker Support,More than 1 year,Male,25-39,NZ European,4512
JUN13,Jobseeker Support,More than 1 year,Male,25-39,Maori,4002
JUN13,Jobseeker Support,More than 1 year,Male,25-39,Pacific Island,694
JUN13,Jobseeker Support,More than 1 year,Male,25-39,Other,1127
JUN13,Jobseeker Support,More than 1 year,Male,25-39,Unspecified,88
JUN13,Jobseeker Support,More than 1 year,Male,40-54,NZ European,6885
JUN13,Jobseeker Support,More than 1 year,Male,40-54,Maori,5165
JUN13,Jobseeker Support,More than 1 year,Male,40-54,Pacific Island,1155
JUN13,Jobseeker Support,More than 1 year,Male,40-54,Other,1938
JUN13,Jobseeker Support,More than 1 year,Male,40-54,Unspecified,155
JUN13,Jobseeker Support,More than 1 year,Male,55-64,NZ European,4229
JUN13,Jobseeker Support,More than 1 year,Male,55-64,Maori,1942
JUN13,Jobseeker Support,More than 1 year,Male,55-64,Pacific Island,772
JUN13,Jobseeker Support,More than 1 year,Male,55-64,Other,1815
JUN13,Jobseeker Support,More than 1 year,Male,55-64,Unspecified,199
JUN13,Sole Parent Support,1 year or less,Female,18-24,NZ European,1398
JUN13,Sole Parent Support,1 year or less,Female,18-24,Maori,1794
JUN13,Sole Parent Support,1 year or less,Female,18-24,Pacific Island,409
JUN13,Sole Parent Support,1 year or less,Female,18-24,Other,259
JUN13,Sole Parent Support,1 year or less,Female,18-24,Unspecified,109
JUN13,Sole Parent Support,1 year or less,Female,25-39,NZ European,2820
JUN13,Sole Parent Support,1 year or less,Female,25-39,Maori,2680
JUN13,Sole Parent Support,1 year or less,Female,25-39,Pacific Island,639
JUN13,Sole Parent Support,1 year or less,Female,25-39,Other,773
JUN13,Sole Parent Support,1 year or less,Female,25-39,Unspecified,89
JUN13,Sole Parent Support,1 year or less,Female,40-54,NZ European,1074
JUN13,Sole Parent Support,1 year or less,Female,40-54,Maori,667
JUN13,Sole Parent Support,1 year or less,Female,40-54,Pacific Island,183
JUN13,Sole Parent Support,1 year or less,Female,40-54,Other,325
JUN13,Sole Parent Support,1 year or less,Female,40-54,Unspecified,56
JUN13,Sole Parent Support,1 year or less,Female,55-64,NZ European,28
JUN13,Sole Parent Support,1 year or less,Female,55-64,Maori,28
JUN13,Sole Parent Support,1 year or less,Female,55-64,Pacific Island,7
JUN13,Sole Parent Support,1 year or less,Female,55-64,Other,8
JUN13,Sole Parent Support,1 year or less,Male,18-24,Ethnicity suppressed,252
JUN13,Sole Parent Support,1 year or less,Male,25-39,NZ European,270
JUN13,Sole Parent Support,1 year or less,Male,25-39,Maori,503
JUN13,Sole Parent Support,1 year or less,Male,25-39,Pacific Island,80
JUN13,Sole Parent Support,1 year or less,Male,25-39,Other,49
JUN13,Sole Parent Support,1 year or less,Male,25-39,Unspecified,10
JUN13,Sole Parent Support,1 year or less,Male,40-54,Ethnicity suppressed,505
JUN13,Sole Parent Support,1 year or less,Male,55-64,Ethnicity suppressed,52
JUN13,Sole Parent Support,More than 1 year,Female,18-24,NZ European,4050
JUN13,Sole Parent Support,More than 1 year,Female,18-24,Maori,7283
JUN13,Sole Parent Support,More than 1 year,Female,18-24,Pacific Island,1439
JUN13,Sole Parent Support,More than 1 year,Female,18-24,Other,671
JUN13,Sole Parent Support,More than 1 year,Female,18-24,Unspecified,377
JUN13,Sole Parent Support,More than 1 year,Female,25-39,NZ European,11396
JUN13,Sole Parent Support,More than 1 year,Female,25-39,Maori,15793
JUN13,Sole Parent Support,More than 1 year,Female,25-39,Pacific Island,3245
JUN13,Sole Parent Support,More than 1 year,Female,25-39,Other,2583
JUN13,Sole Parent Support,More than 1 year,Female,25-39,Unspecified,309
JUN13,Sole Parent Support,More than 1 year,Female,40-54,NZ European,5756
JUN13,Sole Parent Support,More than 1 year,Female,40-54,Maori,5026
JUN13,Sole Parent Support,More than 1 year,Female,40-54,Pacific Island,1357
JUN13,Sole Parent Support,More than 1 year,Female,40-54,Other,1877
JUN13,Sole Parent Support,More than 1 year,Female,40-54,Unspecified,198
JUN13,Sole Parent Support,More than 1 year,Female,55-64,NZ European,156
JUN13,Sole Parent Support,More than 1 year,Female,55-64,Maori,317
JUN13,Sole Parent Support,More than 1 year,Female,55-64,Pacific Island,120
JUN13,Sole Parent Support,More than 1 year,Female,55-64,Other,53
JUN13,Sole Parent Support,More than 1 year,Female,55-64,Unspecified,11
JUN13,Sole Parent Support,More than 1 year,Male,18-24,NZ European,71
JUN13,Sole Parent Support,More than 1 year,Male,18-24,Maori,261
JUN13,Sole Parent Support,More than 1 year,Male,18-24,Pacific Island,35
JUN13,Sole Parent Support,More than 1 year,Male,18-24,Other,9
JUN13,Sole Parent Support,More than 1 year,Male,18-24,Unspecified,7
JUN13,Sole Parent Support,More than 1 year,Male,25-39,NZ European,745
JUN13,Sole Parent Support,More than 1 year,Male,25-39,Maori,1693
JUN13,Sole Parent Support,More than 1 year,Male,25-39,Pacific Island,308
JUN13,Sole Parent Support,More than 1 year,Male,25-39,Other,143
JUN13,Sole Parent Support,More than 1 year,Male,25-39,Unspecified,15
JUN13,Sole Parent Support,More than 1 year,Male,40-54,NZ European,815
JUN13,Sole Parent Support,More than 1 year,Male,40-54,Maori,1003
JUN13,Sole Parent Support,More than 1 year,Male,40-54,Pacific Island,229
JUN13,Sole Parent Support,More than 1 year,Male,40-54,Other,159
JUN13,Sole Parent Support,More than 1 year,Male,40-54,Unspecified,38
JUN13,Sole Parent Support,More than 1 year,Male,55-64,NZ European,94
JUN13,Sole Parent Support,More than 1 year,Male,55-64,Maori,111
JUN13,Sole Parent Support,More than 1 year,Male,55-64,Pacific Island,45
JUN13,Sole Parent Support,More than 1 year,Male,55-64,Other,25
JUN13,Sole Parent Support,More than 1 year,Male,55-64,Unspecified,7
JUN13,Supported Living,1 year or less,Female,18-24,NZ European,134
JUN13,Supported Living,1 year or less,Female,18-24,Maori,125
JUN13,Supported Living,1 year or less,Female,18-24,Pacific Island,59
JUN13,Supported Living,1 year or less,Female,18-24,Other,42
JUN13,Supported Living,1 year or less,Female,18-24,Unspecified,16
JUN13,Supported Living,1 year or less,Female,25-39,Ethnicity suppressed,412
JUN13,Supported Living,1 year or less,Female,40-54,NZ European,360
JUN13,Supported Living,1 year or less,Female,40-54,Maori,239
JUN13,Supported Living,1 year or less,Female,40-54,Pacific Island,93
JUN13,Supported Living,1 year or less,Female,40-54,Other,123
JUN13,Supported Living,1 year or less,Female,40-54,Unspecified,53
JUN13,Supported Living,1 year or less,Female,55-64,NZ European,348
JUN13,Supported Living,1 year or less,Female,55-64,Maori,162
JUN13,Supported Living,1 year or less,Female,55-64,Pacific Island,57
JUN13,Supported Living,1 year or less,Female,55-64,Other,120
JUN13,Supported Living,1 year or less,Female,55-64,Unspecified,80
JUN13,Supported Living,1 year or less,Male,18-24,NZ European,184
JUN13,Supported Living,1 year or less,Male,18-24,Maori,119
JUN13,Supported Living,1 year or less,Male,18-24,Pacific Island,35
JUN13,Supported Living,1 year or less,Male,18-24,Other,34
JUN13,Supported Living,1 year or less,Male,18-24,Unspecified,8
JUN13,Supported Living,1 year or less,Male,25-39,Ethnicity suppressed,395
JUN13,Supported Living,1 year or less,Male,40-54,NZ European,306
JUN13,Supported Living,1 year or less,Male,40-54,Maori,254
JUN13,Supported Living,1 year or less,Male,40-54,Pacific Island,65
JUN13,Supported Living,1 year or less,Male,40-54,Other,84
JUN13,Supported Living,1 year or less,Male,40-54,Unspecified,25
JUN13,Supported Living,1 year or less,Male,55-64,NZ European,379
JUN13,Supported Living,1 year or less,Male,55-64,Maori,146
JUN13,Supported Living,1 year or less,Male,55-64,Pacific Island,48
JUN13,Supported Living,1 year or less,Male,55-64,Other,119
JUN13,Supported Living,1 year or less,Male,55-64,Unspecified,71
JUN13,Supported Living,More than 1 year,Female,18-24,NZ European,1455
JUN13,Supported Living,More than 1 year,Female,18-24,Maori,726
JUN13,Supported Living,More than 1 year,Female,18-24,Pacific Island,233
JUN13,Supported Living,More than 1 year,Female,18-24,Other,287
JUN13,Supported Living,More than 1 year,Female,18-24,Unspecified,52
JUN13,Supported Living,More than 1 year,Female,25-39,NZ European,3688
JUN13,Supported Living,More than 1 year,Female,25-39,Maori,2123
JUN13,Supported Living,More than 1 year,Female,25-39,Pacific Island,609
JUN13,Supported Living,More than 1 year,Female,25-39,Other,801
JUN13,Supported Living,More than 1 year,Female,25-39,Unspecified,71
